district_id,total_aadhaar_holders,total_biometric_updates,last_biometric_update_date,total_demographic_updates,biometric_coverage_count,days_since_last_update,years_since_last_update,update_recency_rank,biometric_coverage_ratio,biometric_coverage_gap,uncovered_population,demographic_to_biometric_ratio,update_lag_proxy,adult_population_proxy,population_impact_score,update_consistency,operational_neglect_proxy,urgency_signal,governance_concern_score,days_since_last_update_norm,years_since_last_update_norm,update_recency_rank_norm,biometric_coverage_ratio_norm,biometric_coverage_gap_norm,uncovered_population_norm,demographic_to_biometric_ratio_norm,update_lag_proxy_norm,adult_population_proxy_norm,population_impact_score_norm,update_consistency_norm,operational_neglect_proxy_norm,urgency_signal_norm,governance_concern_score_norm,bsi_score,bsi_tier,cps_score,cps_tier,cps_rank,is_top_20,is_top_100,camp_type,deployment_freq_days,location_suitability,strategy_reasoning
Patiala,5150,119311.0,2025-12-29,89052.0,119311.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.7463854967270411,0.0,3862.5,0.11788134041384361,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.003504157261629301,0.0,0.1178611486254492,0.1178611486254492,1.0,0.0,0.0,0.0,0.0,Low,3.54,Tier 5,428,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.54. Location is Low Suitability (Pop Score: 0.12, Gap: 0.00)."
Gurdaspur,5120,119235.0,2025-12-29,71972.0,119235.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.6036147104457584,0.0,3840.0,0.11719465299395715,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.002833871880027035,0.0,0.11717444548721587,0.11717444548721587,1.0,0.0,0.0,0.0,0.0,Low,3.52,Tier 5,429,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.52. Location is Low Suitability (Pop Score: 0.12, Gap: 0.00)."
Viluppuram,5122,85474.0,2025-12-29,35788.0,85474.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.41870042352060277,0.0,3841.5,0.11724043215528292,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001965729687890154,0.0,0.11722022569643142,0.11722022569643144,1.0,0.0,0.0,0.0,0.0,Low,3.52,Tier 5,430,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.52. Location is Low Suitability (Pop Score: 0.12, Gap: 0.00)."
Shrawasti,5117,56564.0,2025-12-29,62721.0,56564.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,1.1088501520401668,0.0,3837.75,0.1171259842519685,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.005205869258404539,0.0,0.11710577517339253,0.11710577517339255,1.0,0.0,0.0,0.0,0.0,Low,3.51,Tier 5,431,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.51. Location is Low Suitability (Pop Score: 0.12, Gap: 0.00)."
Sabarkantha,5115,90387.0,2025-12-29,43877.0,90387.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.4854348523570868,0.0,3836.25,0.11708020509064274,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.002279036865526229,0.0,0.11705999496417697,0.11705999496417697,1.0,0.0,0.0,0.0,0.0,Low,3.51,Tier 5,432,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.51. Location is Low Suitability (Pop Score: 0.12, Gap: 0.00)."
Dharwad,5103,87821.0,2025-12-29,55119.0,87821.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.6276289270220107,0.0,3827.25,0.11680553012268816,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00294661468085451,0.0,0.11678531370888365,0.11678531370888365,1.0,0.0,0.0,0.0,0.0,Low,3.5,Tier 5,433,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.5. Location is Low Suitability (Pop Score: 0.12, Gap: 0.00)."
Kollam,5069,127311.0,2025-12-29,53100.0,127311.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.41708886113533,0.0,3801.75,0.11602728438015016,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001958163667302019,0.0,0.1160070501522192,0.1160070501522192,1.0,0.0,0.0,0.0,0.0,Low,3.48,Tier 5,434,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.48. Location is Low Suitability (Pop Score: 0.12, Gap: 0.00)."
Krishnagiri,5075,120803.0,2025-12-29,61909.0,120803.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.5124789947269521,0.0,3806.25,0.11616462186412745,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0024060046700795875,0.0,0.11614439077986585,0.11614439077986585,1.0,0.0,0.0,0.0,0.0,Low,3.48,Tier 5,435,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.48. Location is Low Suitability (Pop Score: 0.12, Gap: 0.00)."
Sonbhadra,5034,103755.0,2025-12-29,72077.0,103755.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.6946845935135656,0.0,3775.5,0.11522614905694928,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.003261430016495613,0.0,0.11520589649094695,0.11520589649094697,1.0,0.0,0.0,0.0,0.0,Low,3.46,Tier 5,436,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.46. Location is Low Suitability (Pop Score: 0.12, Gap: 0.00)."
Khammam,5021,103128.0,2025-12-29,86176.0,103128.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.8356217516096501,0.0,3765.75,0.11492858450833181,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00392310681506878,0.0,0.11490832513104585,0.11490832513104585,1.0,0.0,0.0,0.0,0.0,Low,3.45,Tier 5,437,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.45. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Neemuch,4964,57011.0,2025-12-29,36976.0,57011.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.6485765904825385,0.0,3723.0,0.11362387841054752,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.003044960518697364,0.0,0.11360358916840249,0.1136035891684025,1.0,0.0,0.0,0.0,0.0,Low,3.41,Tier 5,438,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.41. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Hanumangarh,4940,96633.0,2025-12-29,77237.0,96633.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.7992818188403548,0.0,3705.0,0.11307452847463835,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0037524968020673935,0.0,0.11305422665781582,0.11305422665781582,1.0,0.0,0.0,0.0,0.0,Low,3.39,Tier 5,439,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.39. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Baloda Bazar,4944,140747.0,2025-12-29,116270.0,140747.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.8260922080044335,0.0,3708.0,0.11316608679728987,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0038783671737297348,0.0,0.11314578707624694,0.11314578707624694,1.0,0.0,0.0,0.0,0.0,Low,3.39,Tier 5,440,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.39. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Bidar,4920,79708.0,2025-12-29,43059.0,79708.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.5402092638129171,0.0,3690.0,0.1126167368613807,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0025361937268212073,0.0,0.11259642456566026,0.11259642456566026,1.0,0.0,0.0,0.0,0.0,Low,3.38,Tier 5,441,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.38. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Mandla,4911,62247.0,2025-12-29,56981.0,62247.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.9154015454560059,0.0,3683.25,0.11241073063541476,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004297659837821624,0.0,0.11239041362419026,0.11239041362419026,1.0,0.0,0.0,0.0,0.0,Low,3.37,Tier 5,442,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.37. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Jorhat,4887,16279.0,2025-12-29,19788.0,16279.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,1.2155537809447754,0.0,3665.25,0.11186138069950559,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.005706825262651528,0.0,0.11184105111360358,0.1118410511136036,1.0,0.0,0.0,0.0,0.0,Low,3.36,Tier 5,443,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.36. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Bhadrak,4891,97680.0,2025-12-29,42650.0,97680.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.4366298116298116,0.0,3668.25,0.11195293902215711,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0020499052189193036,0.0,0.1119326115320347,0.1119326115320347,1.0,0.0,0.0,0.0,0.0,Low,3.36,Tier 5,444,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.36. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Jehanabad,4883,37430.0,2025-12-29,46361.0,37430.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,1.2386053967405823,0.0,3662.25,0.11176982237685405,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.005815048810988649,0.0,0.11174949069517247,0.11174949069517247,1.0,0.0,0.0,0.0,0.0,Low,3.35,Tier 5,445,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.35. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Namakkal,4872,120991.0,2025-12-29,45816.0,120991.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.37867279384417024,0.0,3654.0,0.11151803698956235,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001777806543869344,0.0,0.1114976995444869,0.11149769954448692,1.0,0.0,0.0,0.0,0.0,Low,3.34,Tier 5,446,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.34. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Bundi,4872,62857.0,2025-12-29,48701.0,62857.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.7747903972509028,0.0,3654.0,0.11151803698956235,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0036375136021169147,0.0,0.1114976995444869,0.11149769954448692,1.0,0.0,0.0,0.0,0.0,Low,3.34,Tier 5,447,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.34. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Davangere,4813,89432.0,2025-12-29,33773.0,89432.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.37763887646480004,0.0,3609.75,0.1101675517304523,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.001772952471665728,0.0,0.11014718337262801,0.11014718337262801,1.0,0.0,0.0,0.0,0.0,Low,3.3,Tier 5,448,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.3. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Kalaburagi,4782,70137.0,2025-12-29,40220.0,70137.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.5734491067482214,0.0,3586.5,0.10945797472990294,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0026922493274564386,0.0,0.10943759012978689,0.10943759012978689,1.0,0.0,0.0,0.0,0.0,Low,3.28,Tier 5,449,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.28. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Lalitpur,4753,75520.0,2025-12-29,46802.0,75520.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.619729872881356,0.0,3564.75,0.10879417689067936,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.002909529919630779,0.0,0.10877377709616132,0.10877377709616132,1.0,0.0,0.0,0.0,0.0,Low,3.26,Tier 5,450,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.26. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Akola,4708,185085.0,2025-12-29,62082.0,185085.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.33542426452710916,0.0,3531.0,0.10776414576084967,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0015747618052915923,0.0,0.10774372238881132,0.10774372238881132,1.0,0.0,0.0,0.0,0.0,Low,3.23,Tier 5,451,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.23. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Palwal,4703,58697.0,2025-12-29,68968.0,58697.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,1.1749833892703205,0.0,3527.25,0.10764969785753525,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.005516353940236246,0.0,0.10762927186577242,0.10762927186577242,1.0,0.0,0.0,0.0,0.0,Low,3.23,Tier 5,452,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.23. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Hamirpur,4663,78506.0,2025-12-29,49760.0,78506.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.6338369041856673,0.0,3497.25,0.10673411463101996,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0029757601135477338,0.0,0.1067136676814613,0.1067136676814613,1.0,0.0,0.0,0.0,0.0,Low,3.2,Tier 5,453,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.2. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Janjgir-champa,4639,180654.0,2025-12-29,112160.0,180654.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.6208553367210248,0.0,3479.25,0.10618476469511079,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0029148137874226514,0.0,0.10616430517087462,0.10616430517087463,1.0,0.0,0.0,0.0,0.0,Low,3.18,Tier 5,454,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.18. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Churachandpur,4638,18812.0,2025-12-29,19273.0,18812.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,1.0245056347012544,0.0,3478.5,0.1061618751144479,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004809885608926077,0.0,0.10614141506626684,0.10614141506626684,1.0,0.0,0.0,0.0,0.0,Low,3.18,Tier 5,455,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.18. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Jammu,4620,98799.0,2025-12-29,35116.0,98799.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.35542869867103916,0.0,3465.0,0.10574986266251603,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0016686793364837518,0.0,0.10572939318332684,0.10572939318332684,1.0,0.0,0.0,0.0,0.0,Low,3.17,Tier 5,456,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.17. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Sonipat,4619,84653.0,2025-12-29,60664.0,84653.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.716619611827106,0.0,3464.25,0.10572697308185314,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.003364411323131953,0.0,0.10570650307871907,0.10570650307871907,1.0,0.0,0.0,0.0,0.0,Low,3.17,Tier 5,457,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.17. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Kokrajhar,4609,28859.0,2025-12-29,22669.0,28859.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.7855088533906234,0.0,3456.75,0.10549807727522431,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0036878349924442414,0.0,0.10547760203264128,0.10547760203264128,1.0,0.0,0.0,0.0,0.0,Low,3.16,Tier 5,458,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.16. Location is Low Suitability (Pop Score: 0.11, Gap: 0.00)."
Udalguri,4565,22348.0,2025-12-29,19780.0,22348.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.8850903884016467,0.0,3423.75,0.1044909357260575,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.004155353936157966,0.0,0.10447043742989905,0.10447043742989905,1.0,0.0,0.0,0.0,0.0,Low,3.13,Tier 5,459,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.13. Location is Low Suitability (Pop Score: 0.10, Gap: 0.00)."
Rajsamand,4512,61962.0,2025-12-29,47170.0,61962.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.7612730383138052,0.0,3384.0,0.10327778795092474,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0035740518230695083,0.0,0.10325726188568682,0.10325726188568682,1.0,0.0,0.0,0.0,0.0,Low,3.1,Tier 5,460,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.1. Location is Low Suitability (Pop Score: 0.10, Gap: 0.00)."
Khandwa,4521,59018.0,2025-12-29,17730.0,59018.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.3004168219865126,0.0,3390.75,0.10348379417689067,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0014104076149601531,0.0,0.10346327282715681,0.10346327282715681,1.0,0.0,0.0,0.0,0.0,Low,3.1,Tier 5,461,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.1. Location is Low Suitability (Pop Score: 0.10, Gap: 0.00)."
Kalahandi,4496,94924.0,2025-12-29,47395.0,94924.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.4992941721798491,0.0,3372.0,0.10291155466031862,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0023441040947410757,0.0,0.10289102021196236,0.10289102021196236,1.0,0.0,0.0,0.0,0.0,Low,3.09,Tier 5,462,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.09. Location is Low Suitability (Pop Score: 0.10, Gap: 0.00)."
Doda,4504,36779.0,2025-12-29,11377.0,36779.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.30933413088991,0.0,3378.0,0.10309467130562168,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0014522729149761035,0.0,0.10307414104882459,0.10307414104882459,1.0,0.0,0.0,0.0,0.0,Low,3.09,Tier 5,463,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.09. Location is Low Suitability (Pop Score: 0.10, Gap: 0.00)."
Koraput,4502,105211.0,2025-12-29,42260.0,105211.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.40166902700287993,0.0,3376.5,0.10304889214429591,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0018857700798257273,0.0,0.10302836083960903,0.10302836083960903,1.0,0.0,0.0,0.0,0.0,Low,3.09,Tier 5,464,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.09. Location is Low Suitability (Pop Score: 0.10, Gap: 0.00)."
Anugal,3,4.0,2025-11-25,11.0,4.0,53,0.14520547945205478,941.0,1.0,0.0,0.0,2.75,0.0,2.25,6.866874198864677e-05,0.8732057416267943,0.0,0.002589154860771861,0.0,0.001662510390689942,0.0016625103906899416,0.9894736842105263,1.0,0.0,0.0,0.012910798122065728,0.0,4.578020921555612e-05,4.578020921555612e-05,0.9186602870813397,0.0,0.0008308692358446762,0.0,0.02913390367780707,Low,3.08,Tier 5,465,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.08. Location is Low Suitability (Pop Score: 0.00, Gap: 0.00)."
Chandrapur,4475,213634.0,2025-12-29,112071.0,213634.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.5245934635872567,0.0,3356.25,0.10243087346639809,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.002462880110738294,0.0,0.10241032801519902,0.10241032801519903,1.0,0.0,0.0,0.0,0.0,Low,3.07,Tier 5,466,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.07. Location is Low Suitability (Pop Score: 0.10, Gap: 0.00)."
Jamtara,4450,39641.0,2025-12-29,33003.0,39641.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.8325471103150778,0.0,3337.5,0.10185863394982604,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.003908671879413511,0.0,0.10183807540000457,0.10183807540000459,1.0,0.0,0.0,0.0,0.0,Low,3.06,Tier 5,467,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.06. Location is Low Suitability (Pop Score: 0.10, Gap: 0.00)."
North Delhi,4459,60830.0,2025-12-29,86900.0,60830.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,1.4285714285714286,0.0,3344.25,0.10206464017579198,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00670690811535882,0.0,0.10204408634147458,0.10204408634147458,1.0,0.0,0.0,0.0,0.0,Low,3.06,Tier 5,468,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.06. Location is Low Suitability (Pop Score: 0.10, Gap: 0.00)."
Gadag,4457,40725.0,2025-12-29,28744.0,40725.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.7058072437077962,0.0,3342.75,0.10201886101446621,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0033136490314920014,0.0,0.10199830613225902,0.10199830613225902,1.0,0.0,0.0,0.0,0.0,Low,3.06,Tier 5,469,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.06. Location is Low Suitability (Pop Score: 0.10, Gap: 0.00)."
Sivaganga,4446,95190.0,2025-12-29,34296.0,95190.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.3602899464229436,0.0,3334.5,0.1017670756271745,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0016915020958823644,0.0,0.10174651498157346,0.10174651498157346,1.0,0.0,0.0,0.0,0.0,Low,3.05,Tier 5,470,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.05. Location is Low Suitability (Pop Score: 0.10, Gap: 0.00)."
Sant Ravidas Nagar,4420,68073.0,2025-12-29,49163.0,68073.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.7222099804621509,0.0,3315.0,0.10117194652993958,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.003390657185268314,0.0,0.10115137226177123,0.10115137226177125,1.0,0.0,0.0,0.0,0.0,Low,3.03,Tier 5,471,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.03. Location is Low Suitability (Pop Score: 0.10, Gap: 0.00)."
Anantapur,4415,93565.0,2025-12-29,68745.0,93565.0,19,0.052054794520547946,1.0,1.0,0.0,0.0,0.7347298669374231,0.0,3311.25,0.10105749862662516,0.9505208333333335,0.0,0.0009281875915974597,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0034494359950113765,0.0,0.10103692173873234,0.10103692173873235,1.0,0.0,0.0,0.0,0.0,Low,3.03,Tier 5,472,False,False,ANNUAL_PREVENTIVE,365 days,Low Suitability,"Assigned ANNUAL_PREVENTIVE due to CPS 3.03. Location is Low Suitability (Pop Score: 0.10, Gap: 0.00)."
